	Company Name	Product Name	Treatment Area	Phase	Mechanism of Action	Flags	Pipeline/PDF Url
82	roche	atezolizumab	['tumors', 'Oncology', 'prostate', 'lymphoma', 'B', 'myelodysplastic', 'Cancer', 'breast', 'cancer', 'A', 'Diabetes', 'tumours']	1	['PD-L1', 'humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
83	roche	atezolizumab	['Oncology', 'prostate', 'breast', 'Cancer', 'cancer', 'ovarian', 'A']	3	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
84	roche	Emicizumab	['hemophilia', 'congenital']	3	['antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
85	roche	Lampalizumab	['Diseases', 'chronic']	3	['monoclonal', 'antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
86	roche	RG7916	['atrophy']	2	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
87	roche	RG6168	['neuromyelitis', 'A']	3	['monoclonal', 'antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
88	roche	RG3502	['Oncology']	2	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
89	roche	RG3502	['Oncology']	3	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
90	roche	RG6026	['Oncology', 'lymphoma']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
91	roche	RG6026	['lymphoma', 'myelodysplastic']	3	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
92	roche	obinutuzumab	['Oncology', 'lymphoma', 'Cancer', 'disease', 'A']	1	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
93	roche	obinutuzumab	['lupus', 'A']	2	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
94	roche	RG7440	['cancer', 'Oncology', 'prostate']	2	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
95	roche	Crenezumab	"['disease', ""Alzheimer's""]"	3	['monoclonal']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
96	roche	polatuzumab	['conjugate', 'tumor']	2	['antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
97	roche	pertuzumab	['cancer']	1	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
98	roche	pertuzumab	['cancer', 'breast']	3	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
99	roche	BRAFv600	['A']	3	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
100	roche	alectinib	['lymphoma', 'Cancer']	1	['tyrosine-kinase inhibitor']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
101	roche	RG6125	['inflammatory', 'rheumatoid', 'arthritis']	2	['monoclonal', 'antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
102	roche	lampalizumab	['atrophy']	3	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
103	roche	Nemolizumab	['dermatitis']	2	['monoclonal', 'interleukin-31', 'antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
104	roche	RG7227	['chronic', 'B', 'hepatitis']	2	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
105	roche	RG6047	['cancer', 'breast']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
106	roche	emtansine+pertuzumab	['Oncology', 'breast']	3	['chemical substance']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
107	roche	emtansine	['breast']	2	['chemical substance']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
108	roche	emtansine	['conjugate']	3	['chemical substance']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
109	roche	RG7386	['Oncology', 'tumours', 'tumour-cell']	1	['antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
110	roche	etrolizumab	['disease', 'ulcerative']	3	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
111	roche	HIF-1	['disease']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
112	roche	CSF-1	['A']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
113	roche	RG7159	['Oncology', 'disease']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
114	roche	RG7159	['lupus']	2	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
115	roche	RG6004	['chronic', 'B', 'hepatitis']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
116	roche	RG7888+atezolizumab	['Oncology']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
117	roche	RG7888	['tumors', 'A', 'Cancer']	1	['monoclonal']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
118	roche	RG7828	['Oncology']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
119	roche	tocilizumab	['sclerosis', 'vasculitis']	3	['monoclonal', 'antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
120	roche	RG6152	['Diseases', 'B', 'A', 'seasonal', 'influenza']	2	['inhibitor']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
121	roche	RG7388	['Oncology']	3	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
122	roche	RG7716	['A']	2	['antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
123	roche	RG6016	['Oncology', 'tumors']	1	['inhibitor']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
124	roche	RG7601	['tumor', 'lymphocytic', 'ovarian', 'chronic', 'cancer', 'A']	1	['Bcl-2', 'inhibitor']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
125	roche	RG7601	['Oncology', 'tumor', 'lymphoma', 'B', 'myelodysplastic', 'A']	2	['Bcl-2', 'inhibitor']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
126	roche	RG7601	['tumor', 'Oncology', 'acute', 'lymphocytic', 'chronic', 'A']	3	['Bcl-2', 'inhibitor']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
127	roche	RG7155+RG7876	['Oncology']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
128	roche	Atezolizumab	['cancer', 'A']	1	['antibody', 'monoclonal', 'PD-L1']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
129	roche	Atezolizumab	['cancer', 'tumours']	3	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
130	roche	RG6069	['fibrosis']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
131	roche	RG7853	['cancer', 'Oncology', 'breast', 'acute']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
132	roche	RG6146	['cancer', 'Oncology']	1	['inhibitor']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
133	roche	bevacizumab	['ovarian', 'tumor', 'A']	1	['monoclonal', 'antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
134	roche	ocrelizumab	['sclerosis']	1	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
135	roche	gantenerumab	"[""Alzheimer's"", 'disease']"	3	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
136	roche	ARN-927	['breast', 'cancer']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
137	roche	RG1450	"[""Alzheimer's"", 'disease']"	3	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
138	roche	trastuzumab-DM1	['cancer', 'Oncology', 'breast']	3	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
139	roche	RG3637	['pulmonary', 'fibrosis', 'chronic', 'idiopathic', 'disease', 'dermatitis']	2	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
140	roche	RG7813+RG7446	['Oncology']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
141	roche	RG7813	['Oncology', 'tumors', 'A']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
142	roche	atezolizumab.	['Oncology']	1	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
143	roche	RG7204	['Oncology']	3	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
144	roche	RG7417	['atrophy']	3	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
145	roche	RG3616	['pulmonary', 'fibrosis', 'myelofibrosis', 'idiopathic', 'A']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
146	roche	CKI27	['tumors', 'Oncology']	1	['inhibitor', 'MEK']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
147	roche	Lebrikizumab	['pulmonary', 'idiopathic', 'fibrosis', 'dermatitis']	2	['monoclonal', 'antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
148	roche	RG6000	['sclerosis', 'amyotrophic']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
149	roche	RG6058	['Oncology', 'tumours']	1	['monoclonal', 'antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
150	roche		['tumors', 'Cancer']	1	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
151	roche	vanucizumab	['tumours']	1	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
152	roche	vanucizumab	['cancer']	2	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
153	roche	Trastuzumab	['cancer', 'breast']	3	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
154	roche	RG7907	['infection', 'B', 'hepatitis']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
155	roche	RG7834	['chronic', 'B', 'hepatitis']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
156	roche	RG7906	['disorders', 'psychiatric']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
157	roche	RG1594	['sclerosis']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
158	roche	RG7745	['virus', 'A', 'influenza']	2	['monoclonal', 'antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
159	roche	RG105	['Oncology']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
160	roche	RG7461	['Oncology', 'A', 'tumours']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
161	roche	RG7604	['Oncology']	2	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
162	roche	RG7604	['cancer', 'breast']	3	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
163	roche	RG7802	['Oncology', 'tumors', 'tumor']	1	['antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
164	roche	RG3645	['pulmonary', 'chronic', 'disease']	2	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
165	roche	Ocrelizumab	['disease', 'inflammatory', 'sclerosis']	1	['monoclonal', 'antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
166	roche	rituximab	['chronic', 'lymphocytic']	2	['Chimeric antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
167	roche	RG7314	['autism']	2	['antagonist']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
168	roche	trastuzumab	['conjugate']	1	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
169	roche	trastuzumab	['Oncology', 'breast']	2	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
170	roche	trastuzumab	['Oncology', 'breast']	3	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
171	roche	RG7412	"[""Alzheimer's"", 'disease']"	3	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
172	roche	RG7990	['asthma']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
173	roche	RG6185	['Oncology']	1	['inhibitor']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
174	roche		['Oncology']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
175	roche	GA101	['lupus']	2	['monoclonal']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
176	roche	RG7800	['HPV', 'Oncology', 'infection', 'tumor', 'acute', 'Diseases', 'Cervical', 'Staphylococcus', 'Cancer', 'HIV', 'atrophy', 'cancer', 'MRSA', 'ovarian', 'aureus']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
177	roche	immunocytokine	['tumors', 'A']	1	['antibody', 'cytokine']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
178	roche	OP0595	['Diseases']	1	['inhibitor']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
179	roche	RG7986	['lymphoma', 'B']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
180	roche	RG6080	['Diseases']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
181	roche	RG7596	['Oncology']	2	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
182	astrazeneca	tralokinumab	['asthma']	3	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
183	astrazeneca	mavrilimumab	['chronic', 'gout', 'rheumatoid', 'arthritis']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
184	astrazeneca	tezepelumab	['COPD', 'dermatitis']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
185	astrazeneca	AZD4831	['heart']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
186	astrazeneca	durvalumab+AZD1775	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
187	astrazeneca	durvalumab+MEDI0562	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
188	astrazeneca	durvalumab+MEDI9447	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
