	Company Name	Product Name	Treatment Area	Phase	Mechanism of Action	Pipeline/PDF Url	Flags
34	tevapharm	Reslizumab*	['sclerosis', 'Asthma']	3	['humanized antibody']	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
35	tevapharm	Reslizumab*	['Disease', 'Asthma']	3	['humanized antibody']	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
36	tevapharm	migraine(Global	['Huntington', 'Disease', 'Chronic', 'Osteoarthritis']	False	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
37	tevapharm	SD-1077	['Tourette', 'syndrome']	3	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
38	tevapharm	SD-809	['Tourette', 'syndrome']	3	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
39	tevapharm	SD-809	['Huntington']	1	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
40	tevapharm	SD-809	['Asthma']	1	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
41	tevapharm	Deutetrabenazine	['Huntington', 'Disease', 'Asthma', 'Asthma']	False	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
42	tevapharm	Pridopidine	['Disease', 'Huntington']	2	['chemical substance']	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
43	tevapharm	Fremanezumab	['Disease', 'Huntington']	3	['humanized antibody']	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
44	tevapharm	Fremanezumab	['Chronic', 'Disease', 'Huntington']	3	['humanized antibody']	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
45	tevapharm	Fremanezumab	['Chronic', 'Disease', 'Osteoarthritis']	3	['humanized antibody']	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
46	tevapharm	TEV-90105	['Schizophrenia', 'Tourette', 'Disease', 'syndrome']	3	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
47	tevapharm	CT-P10	['Asthma']	3	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
48	tevapharm	CT-P6	['Disease', 'Huntington', 'Asthma']	3	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
49	tevapharm	TV-46763	['sclerosis', 'Osteoarthritis']	3	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
50	tevapharm	Fasinumab	['Chronic']	1	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
51	tevapharm	Fasinumab	['Osteoarthritis']	1	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
52	tevapharm	TV-45070	['Schizophrenia']	2	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
53	tevapharm	TV-46000	['Disease']	1	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
54	tevapharm	TV-46139	['Tourette', 'syndrome']	3	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
55	tevapharm	Laquinimod	['Chronic']	2	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
56	tevapharm	Laquinimod	['Huntington']	2	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
57	tevapharm	Laquinimod	['sclerosis', 'Osteoarthritis']	2	[]	/files/pipeline/Public_pipeline_Feb2017.pdf	['PDF link provided']
58	shire	SHP647	['Ulcerative']	3	[]	https://www.shire.com/research-and-development/pipeline	[]
59	shire	SHP643	['Genetic', 'Diseases']	3	[]	https://www.shire.com/research-and-development/pipeline	[]
60	shire	SHP465	['Oncology', 'ADHD', 'Chronic', 'Constipation']	3	[]	https://www.shire.com/research-and-development/pipeline	[]
61	shire	BAX826	['Willebrand', 'ADHD', 'Disease']	1	[]	https://www.shire.com/research-and-development/pipeline	[]
62	shire	SHP626	[]	2	[]	https://www.shire.com/research-and-development/pipeline	[]
63	shire	SHP625	['Syndrome']	2	[]	https://www.shire.com/research-and-development/pipeline	[]
64	shire	SHP611	['Genetic', 'Diseases']	3	[]	https://www.shire.com/research-and-development/pipeline	[]
65	shire	SHP620	['CMV', 'Oncology']	3	[]	https://www.shire.com/research-and-development/pipeline	[]
66	shire	SHP555	['ADHD', 'Chronic', 'Constipation']	3	[]	https://www.shire.com/research-and-development/pipeline	[]
67	shire	SHP640	['Genetic', 'Diseases']	2	[]	https://www.shire.com/research-and-development/pipeline	[]
68	shire	SHP609	['Genetic', 'Diseases']	3	[]	https://www.shire.com/research-and-development/pipeline	[]
69	shire	SHP622	"[""Friedreich's"", 'Ataxia']"	1	[]	https://www.shire.com/research-and-development/pipeline	[]
70	shire	SHP607	"['Genetic', 'Ataxia', 'Diseases', ""Friedreich's"", 'CMV', 'Oncology']"	2	[]	https://www.shire.com/research-and-development/pipeline	[]
71	shire	SM101	['(SLE)']	1	[]	https://www.shire.com/research-and-development/pipeline	[]
72	shire	SHP621	['Oncology']	3	[]	https://www.shire.com/research-and-development/pipeline	[]
73	shire	SHP652	['Lupus', '(SLE)']	3	[]	https://www.shire.com/research-and-development/pipeline	[]
74	shire	SHP623	['Genetic', 'Diseases', 'Ulcerative', 'Lupus', '(SLE)', 'Syndrome']	1	[]	https://www.shire.com/research-and-development/pipeline	[]
75	shire	SHP631	['Genetic', 'Diseases']	1	[]	https://www.shire.com/research-and-development/pipeline	[]
76	shire	BAX930	['A', 'Hemophilia']	1	[]	https://www.shire.com/research-and-development/pipeline	[]
77	shire	SHP655	[]	1	[]	https://www.shire.com/research-and-development/pipeline	[]
78	shire	SHP656	['Hemophilia', 'A']	3	[]	https://www.shire.com/research-and-development/pipeline	[]
79	novartis	PKC412	['cancer', 'Acute', 'breast']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
80	novartis	PIM447	['tumors']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
81	novartis	CTL019	['acute']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
82	novartis	CTL019	['lymphoma']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
83	novartis	ACZ885	['acute']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
84	novartis	CJM112	['disease', 'disorders']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
85	novartis	FTY720	['sclerosis', 'anemia', 'lymphoma']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
86	novartis	PDR001	['cancer', 'breast', 'Asthma', 'lymphoma']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
87	novartis	PDR001	['sclerosis']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
88	novartis	CNP520	['disease', 'disorders']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
89	novartis	VAY736	['syndrome']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
90	novartis	LJN452	['loss']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
91	novartis	ECF843	['eye', 'disease']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
92	novartis	ZPL389	['dermatitis', 'syndrome']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
93	novartis	SEG101	['Sickle', 'disease']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
94	novartis	LA-EP2006	['arthritis', 'rheumatoid']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
95	novartis	OMB157	['sclerosis', 'Acute', 'disease']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
96	novartis	GP2013	['chronic', 'rheumatoid', 'B', 'lymphocytic']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
97	novartis	Neuroendocrine	['tumors']	False	['chemical substance']	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
98	novartis	HX575	['Chronic', 'kidney', 'anemia', 'psoriasis']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
99	novartis	LIK066	['loss']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
100	novartis	QGE031	['Chronic', 'arthritis', 'chronic']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
101	novartis	UNR844	['fibrosis']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
102	novartis	AMG334	['Migraine', 'acute']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
103	novartis	QAW039	['lymphoma', 'Heart', 'Acute', 'disease', 'Asthma']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
104	novartis	QAW039	['Acute', 'dermatitis']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
105	novartis	BYL719	['cancer', 'breast']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
106	novartis	QVM149	['cancer', 'Asthma']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
107	novartis	ABL001	['Chronic']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
108	novartis	EMA401	['eye']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
109	novartis	GP2017	['disease', 'psoriasis']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
110	novartis	QBW251	['tumors', 'fibrosis']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
111	novartis	KAE609	['eye', 'disease', 'loss']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
112	novartis	RTH258	['disease']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
113	novartis	RTH258	['myelofibrosis', 'disease', 'Chronic']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
114	novartis	adalimumab	['Chronic', 'disease', 'arthritis', 'myelofibrosis']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
115	novartis	adalimumab	['cancer', 'dermatitis', 'breast']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
116	novartis	GP1111	['anemia', 'rheumatoid', 'arthritis', 'Autoimmune', 'kidney']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
117	novartis	INC280	['cancer', 'sclerosis']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
118	novartis	INC280	['cancer']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
119	novartis	BYM338	['disease', 'disorders']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
120	novartis	BYM338	['dermatitis']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
121	novartis	CAD106	['disease']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
122	novartis	BAF312	['sclerosis']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
123	novartis	GP2018	['Autoimmune', 'arthritis', 'cancer', 'rheumatoid']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
124	novartis	KAF156	['eye', 'loss', 'tumors']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
125	novartis	LAM320	['cancer', 'disease', 'tuberculosis', 'breast', 'Sickle']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
126	novartis	QMF149	['tumors', 'Asthma']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
127	novartis	LCI699	['cancer', 'disease']	False	[]	https://www.novartis.com/sites/www.novartis.com/files/novartis-pipeline-2016-annual-report.pdf	['PDF link provided', 'Data is not up to accuracy standards: 0']
128	pfizer	talazoparib	['Breast', 'Sickle', 'Disease']	3	['PARP inhibitor']	/sites/default/files/product-pipeline/013117-Pipeline-Update.pdf	['PDF link provided']
129	pfizer	Tanezumab	['Sickle', 'Disease', 'Breast', 'Cancer', 'OA', 'Chronic', 'Cancer', 'Meningococcal']	False	[]	/sites/default/files/product-pipeline/013117-Pipeline-Update.pdf	['PDF link provided']
130	pfizer	Avelumab	['Diabetes', 'Deficiency', 'Ovarian', 'Breast', 'Cancer', 'Sickle']	3	[]	/sites/default/files/product-pipeline/013117-Pipeline-Update.pdf	['PDF link provided']
131	pfizer	IRAK4	['Rheumatoid']	3	[]	/sites/default/files/product-pipeline/013117-Pipeline-Update.pdf	['PDF link provided']
132	pfizer	meglumine	['Cancer', 'Meningococcal', 'B', 'Ulcerative', 'Arthritis', 'Breast', 'Prostate', 'Cancer']	False	[]	/sites/default/files/product-pipeline/013117-Pipeline-Update.pdf	['PDF link provided']
133	pfizer	lorlatinib	['Cancer', 'Arthritis', 'Rheumatoid', 'Deficiency']	False	['tyrosine-kinase inhibitor']	/sites/default/files/product-pipeline/013117-Pipeline-Update.pdf	['PDF link provided']
134	ionis	ionis	['!']	['!']	['!']	http://www.ionispharma.com/pipeline/	['Error attempting to reach website!']
135	roche	RG1662	['brain', 'disorders', 'A']	2	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
136	roche	pertuzumab	['cancer']	3	['humanized antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
137	roche	pertuzumab	['cancer']	1	['humanized antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
138	roche	pertuzumab	[]	1	['humanized antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
139	roche	pertuzumab	['cancer', 'breast']	3	['humanized antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
140	roche	pertuzumab	['breast']	3	['humanized antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
141	roche	T-DM1	[]	3	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
142	roche	RG105	['Oncology']	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
143	roche	RG105	[]	3	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
144	roche	RG7992	[]	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
145	roche	RG7992	['gout']	1	['antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
146	roche	RG3502	['Oncology']	2	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
147	roche	RG3502	['Oncology']	3	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
148	roche	RG7802	['Oncology', 'tumors']	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
149	roche	RG7802	['tumors', 'tumor']	1	['antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
150	roche	RG7802	['tumor']	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
151	roche	PCO371	[]	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
152	roche	RG6026	['Oncology', 'lymphoma']	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
153	roche	RG6026	['myelodysplastic', 'lymphoma']	3	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
154	roche	RG6046	['chronic', 'hepatitis', 'breast', 'B']	2	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
155	roche	RG6078	['Cancer', 'Oncology', 'tumors']	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
156	roche	RG6078	['cancer']	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
157	roche	RG6078+atezolizumab	['Oncology']	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
158	roche	RG6078	['cancer', 'A']	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
159	roche	vanucizumab	['tumours']	1	['humanized antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
160	roche	vanucizumab	[]	1	['humanized antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
161	roche	vanucizumab	['cancer']	2	['humanized antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
162	roche	RG7854	['Diseases', 'infection', 'hepatitis', 'B']	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
163	roche	RG6100	"['disease', ""Alzheimer's""]"	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
164	roche	Vanucizumab	['cancer']	2	['monoclonal', 'antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
165	roche	tocilizumab	['sclerosis']	3	['monoclonal']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
166	roche	tocilizumab	['vasculitis']	3	['monoclonal', 'antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
167	roche	tocilizumab	[]	3	['monoclonal']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
168	roche	immunocytokine	['A']	1	['antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
169	roche	immunocytokine	['A']	1	['cytokine', 'antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
170	roche	immunocytokine	['tumors']	1	['cytokine', 'antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
171	roche		['Oncology']	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
172	roche	Emactuzumab	[]	1	['monoclonal', 'antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
173	roche	RG6146	['Oncology']	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
174	roche	RG6146	['Oncology']	1	['inhibitor']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
175	roche	RG6146	['cancer']	1	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
176	roche	Etrolizumab	['ulcerative']	3	['humanized antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
177	roche	Etrolizumab	['disease']	3	['humanized antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
178	roche	lebrikizumab	['idiopathic', 'pulmonary', 'fibrosis']	2	['humanized antibody']	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm	[]
